Site,Depth (m),Morphotaxa,Bleaching Score 2019,Bleaching Score 2020,Bleaching Score difference between 2019 and 2020
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,3,3
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,5,1
SBSR,6,PoritesEncrusting with upgrowth,6,6,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,1,1,0
BB,12,PoritesEncrusting with upgrowth,2,1,1
BB,12,PoritesEncrusting with upgrowth,2,1,1
BB,12,PoritesEncrusting with upgrowth,2,1,1
BB,12,PoritesEncrusting with upgrowth,2,1,1
BB,12,PoritesEncrusting with upgrowth,2,1,1
BB,12,PoritesEncrusting with upgrowth,2,1,1
BB,12,PoritesEncrusting with upgrowth,2,2,0
BB,12,PoritesEncrusting with upgrowth,2,2,0
BB,12,PoritesEncrusting with upgrowth,2,2,0
BB,12,PoritesEncrusting with upgrowth,2,2,0
BB,12,PoritesEncrusting with upgrowth,2,2,0
BB,12,PoritesEncrusting with upgrowth,2,2,0
BB,12,PoritesEncrusting with upgrowth,2,2,0
BB,12,PoritesEncrusting with upgrowth,2,2,0
BB,12,PoritesEncrusting with upgrowth,2,2,0
BB,12,PoritesEncrusting with upgrowth,5,2,3
BB,12,PoritesEncrusting with upgrowth,6,2,4
BB,12,PoritesEncrusting with upgrowth,6,2,4
SBHR,12,PoritesEncrusting with upgrowth,1,1,0
SBHR,12,PoritesEncrusting with upgrowth,1,1,0
SBHR,12,PoritesEncrusting with upgrowth,1,1,0
SBHR,12,PoritesEncrusting with upgrowth,1,1,0
SBHR,12,PoritesEncrusting with upgrowth,1,1,0
SBHR,12,PoritesEncrusting with upgrowth,1,1,0
SBHR,12,PoritesEncrusting with upgrowth,1,1,0
SBHR,12,PoritesEncrusting with upgrowth,1,1,0
SBHR,12,PoritesEncrusting with upgrowth,1,1,0
SBHR,12,PoritesEncrusting with upgrowth,1,1,0
SBHR,12,PoritesEncrusting with upgrowth,1,1,0
SBHR,12,PoritesEncrusting with upgrowth,1,1,0
SBHR,12,PoritesEncrusting with upgrowth,1,1,0
SBHR,12,PoritesEncrusting with upgrowth,1,2,-1
SBHR,12,PoritesEncrusting with upgrowth,1,3,-2
SBHR,12,PoritesEncrusting with upgrowth,1,6,-5
SBHR,12,PoritesEncrusting with upgrowth,1,6,-5
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,1,1,0
TT,12,PoritesEncrusting with upgrowth,2,1,1
TT,12,PoritesEncrusting with upgrowth,2,1,1
TT,12,PoritesEncrusting with upgrowth,2,1,1
TT,12,PoritesEncrusting with upgrowth,2,1,1
TT,12,PoritesEncrusting with upgrowth,2,2,0
TT,12,PoritesEncrusting with upgrowth,3,2,1
TT,12,PoritesEncrusting with upgrowth,5,2,3
TT,12,PoritesEncrusting with upgrowth,5,2,3
TT,12,PoritesEncrusting with upgrowth,5,2,3
TT,12,PoritesEncrusting with upgrowth,5,2,3
TT,12,PoritesEncrusting with upgrowth,6,2,4
TT,12,PoritesEncrusting with upgrowth,6,2,4
TT,12,PoritesEncrusting with upgrowth,6,2,4
TT,12,PoritesEncrusting with upgrowth,6,2,4
TT,12,PoritesEncrusting with upgrowth,6,2,4
TT,12,PoritesEncrusting with upgrowth,6,2,4
TT,12,PoritesEncrusting with upgrowth,6,2,4
TT,12,PoritesEncrusting with upgrowth,6,3,3
TT,12,PoritesEncrusting with upgrowth,6,3,3
TT,12,PoritesEncrusting with upgrowth,6,3,3
TT,12,PoritesEncrusting with upgrowth,6,3,3
TT,12,PoritesEncrusting with upgrowth,6,3,3
TT,12,PoritesEncrusting with upgrowth,6,3,3
TT,12,PoritesEncrusting with upgrowth,6,5,1
BB,6,PoritesMassive,1,1,0
BB,6,PoritesMassive,1,1,0
BB,6,PoritesMassive,1,1,0
BB,6,PoritesMassive,1,1,0
BB,6,PoritesMassive,1,1,0
BB,6,PoritesMassive,1,1,0
BB,6,PoritesMassive,1,1,0
BB,6,PoritesMassive,1,1,0
BB,6,PoritesMassive,1,1,0
BB,6,PoritesMassive,1,1,0
BB,6,PoritesMassive,1,1,0
BB,6,PoritesMassive,1,1,0
BB,6,PoritesMassive,1,1,0
BB,6,PoritesMassive,5,1,4
BB,6,PoritesMassive,5,2,3
BB,6,PoritesMassive,6,3,3
SBHR,6,PoritesMassive,1,1,0
SBHR,6,PoritesMassive,1,1,0
SBHR,6,PoritesMassive,2,1,1
SBHR,6,PoritesMassive,3,2,1
SBHR,6,PoritesMassive,3,2,1
SBSR,6,PoritesMassive,1,1,0
SBSR,6,PoritesMassive,1,1,0
SBSR,6,PoritesMassive,1,1,0
SBSR,6,PoritesMassive,1,1,0
SBSR,6,PoritesMassive,2,1,1
SBSR,6,PoritesMassive,2,1,1
SBSR,6,PoritesMassive,5,1,4
SBSR,6,PoritesMassive,5,3,2
SBSR,6,PoritesMassive,5,3,2
SBSR,6,PoritesMassive,6,3,3
SBSR,6,PoritesMassive,6,3,3
SBSR,6,PoritesMassive,6,5,1
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,1,1,0
TT,6,PoritesMassive,3,1,2
TT,6,PoritesMassive,3,1,2
TT,6,PoritesMassive,4,1,3
TT,6,PoritesMassive,4,1,3
TT,6,PoritesMassive,5,1,4
TT,6,PoritesMassive,5,1,4
TT,6,PoritesMassive,6,2,4
TT,6,PoritesMassive,6,3,3
TT,6,PoritesMassive,6,3,3
TT,6,PoritesMassive,6,3,3
TT,6,PoritesMassive,6,3,3
TT,6,PoritesMassive,6,3,3
TT,6,PoritesMassive,6,3,3
TT,6,PoritesMassive,6,3,3
BB,12,PoritesMassive,1,1,0
BB,12,PoritesMassive,1,1,0
BB,12,PoritesMassive,1,1,0
BB,12,PoritesMassive,1,1,0
BB,12,PoritesMassive,1,1,0
BB,12,PoritesMassive,2,1,1
BB,12,PoritesMassive,3,1,2
BB,12,PoritesMassive,4,1,3
BB,12,PoritesMassive,4,1,3
BB,12,PoritesMassive,5,1,4
BB,12,PoritesMassive,5,1,4
BB,12,PoritesMassive,5,1,4
BB,12,PoritesMassive,5,2,3
BB,12,PoritesMassive,5,2,3
BB,12,PoritesMassive,5,3,2
BB,12,PoritesMassive,5,3,2
BB,12,PoritesMassive,5,3,2
BB,12,PoritesMassive,5,3,2
BB,12,PoritesMassive,5,3,2
BB,12,PoritesMassive,6,3,3
BB,12,PoritesMassive,6,3,3
BB,12,PoritesMassive,6,3,3
BB,12,PoritesMassive,6,3,3
BB,12,PoritesMassive,6,3,3
BB,12,PoritesMassive,6,3,3
BB,12,PoritesMassive,6,3,3
BB,12,PoritesMassive,6,3,3
BB,12,PoritesMassive,6,3,3
BB,12,PoritesMassive,6,3,3
BB,12,PoritesMassive,6,3,3
BB,12,PoritesMassive,6,5,1
BB,12,PoritesMassive,6,5,1
BB,12,PoritesMassive,6,5,1
SBHR,12,PoritesMassive,1,1,0
SBHR,12,PoritesMassive,1,2,-1
SBHR,12,PoritesMassive,6,3,3
SBHR,12,PoritesMassive,6,3,3
TT,12,PoritesMassive,1,1,0
TT,12,PoritesMassive,1,1,0
TT,12,PoritesMassive,1,1,0
TT,12,PoritesMassive,1,1,0
TT,12,PoritesMassive,1,1,0
TT,12,PoritesMassive,3,1,2
TT,12,PoritesMassive,3,1,2
TT,12,PoritesMassive,3,1,2
TT,12,PoritesMassive,3,1,2
TT,12,PoritesMassive,3,1,2
TT,12,PoritesMassive,3,1,2
TT,12,PoritesMassive,3,1,2
TT,12,PoritesMassive,3,1,2
TT,12,PoritesMassive,4,1,3
TT,12,PoritesMassive,4,1,3
TT,12,PoritesMassive,4,1,3
TT,12,PoritesMassive,4,1,3
TT,12,PoritesMassive,4,1,3
TT,12,PoritesMassive,5,1,4
TT,12,PoritesMassive,5,1,4
TT,12,PoritesMassive,5,1,4
TT,12,PoritesMassive,5,1,4
TT,12,PoritesMassive,5,1,4
TT,12,PoritesMassive,5,1,4
TT,12,PoritesMassive,5,1,4
TT,12,PoritesMassive,5,1,4
TT,12,PoritesMassive,5,1,4
TT,12,PoritesMassive,5,1,4
TT,12,PoritesMassive,6,1,5
TT,12,PoritesMassive,6,1,5
TT,12,PoritesMassive,6,1,5
TT,12,PoritesMassive,6,1,5
TT,12,PoritesMassive,6,1,5
TT,12,PoritesMassive,6,1,5
TT,12,PoritesMassive,6,1,5
TT,12,PoritesMassive,6,1,5
TT,12,PoritesMassive,6,1,5
TT,12,PoritesMassive,6,1,5
TT,12,PoritesMassive,6,1,5
TT,12,PoritesMassive,6,1,5
TT,12,PoritesMassive,6,1,5
TT,12,PoritesMassive,6,3,3
TT,12,PoritesMassive,6,3,3
TT,12,PoritesMassive,6,3,3
TT,12,PoritesMassive,6,3,3
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,1,1,0
TT,12,PsammocoraEncrusting,2,1,1
TT,12,PsammocoraEncrusting,2,1,1
TT,12,PsammocoraEncrusting,2,1,1
SBHR,6,PsammocoraFoliose,1,1,0
TT,6,PsammocoraFoliose,1,1,0
TT,6,PsammocoraFoliose,1,1,0
TT,6,PsammocoraFoliose,1,1,0
TT,6,PsammocoraFoliose,1,1,0
TT,6,PsammocoraFoliose,1,1,0
TT,6,PsammocoraFoliose,1,1,0
TT,6,PsammocoraFoliose,1,1,0
TT,6,PsammocoraFoliose,1,1,0
TT,6,PsammocoraFoliose,1,1,0
TT,12,PsammocoraFoliose,1,1,0
TT,12,PsammocoraFoliose,1,1,0
TT,12,PsammocoraFoliose,1,1,0
TT,12,PsammocoraFoliose,1,1,0
TT,12,PsammocoraFoliose,1,1,0
TT,12,PsammocoraFoliose,1,1,0
TT,12,PsammocoraFoliose,1,1,0
TT,12,PsammocoraFoliose,1,1,0
TT,12,SandolithaSolitary,2,1,1
SBHR,12,StylocoenelliaCryptic,1,1,0
SBHR,12,StylocoenelliaCryptic,1,1,0
SBHR,12,StylocoenelliaCryptic,1,1,0
